"","School.Code","School.Name","School.Type","Function","Contact.Name","Address.1","Address.2","Town","State","Zip","Phone","Fax","Grade","District.Name","District.Code","PK_Enrollment","K_Enrollment","X1_Enrollment","X2_Enrollment","X3_Enrollment","X4_Enrollment","X5_Enrollment","X6_Enrollment","X7_Enrollment","X8_Enrollment","X9_Enrollment","X10_Enrollment","X11_Enrollment","X12_Enrollment","SP_Enrollment","TOTAL_Enrollment","First.Language.Not.English","X..First.Language.Not.English","English.Language.Learner","X..English.Language.Learner","Students.With.Disabilities","X..Students.With.Disabilities","High.Needs","X..High.Needs","Economically.Disadvantaged","X..Economically.Disadvantaged","X..African.American","X..Asian","X..Hispanic","X..White","X..Native.American","X..Native.Hawaiian..Pacific.Islander","X..Multi.Race..Non.Hispanic","X..Males","X..Females","Total...of.Classes","Average.Class.Size","Number.of.Students","Salary.Totals","Average.Salary","FTE.Count","In.District.Expenditures","Total.In.district.FTEs","Average.In.District.Expenditures.per.Pupil","Total.Expenditures","Total.Pupil.FTEs","Average.Expenditures.per.Pupil","X..in.Cohort","X..Graduated","X..Still.in.School","X..Non.Grad.Completers","X..GED","X..Dropped.Out","X..Permanently.Excluded","High.School.Graduates....","Attending.Coll..Univ.....","X..Attending.College","X..Private.Two.Year","X..Private.Four.Year","X..Public.Two.Year","X..Public.Four.Year","X..MA.Community.College","X..MA.State.University","X..UMass","AP_Test.Takers","AP_Tests.Taken","AP_One.Test","AP_Two.Tests","AP_Three.Tests","AP_Four.Tests","AP_Five.or.More.Tests","AP_Score.1","AP_Score.2","AP_Score.3","AP_Score.4","AP_Score.5","X..AP_Score.1.2","X..AP_Score.3.5","SAT_Tests.Taken","Average.SAT_Reading","Average.SAT_Writing","Average.SAT_Math","MCAS_10thGrade_Math_P.A..","X..MCAS_10thGrade_Math_P.A","MCAS_10thGrade_Math_A..","X..MCAS_10thGrade_Math_A","MCAS_10thGrade_Math_P..","X..MCAS_10thGrade_Math_P","MCAS_10thGrade_Math_NI..","X..MCAS_10thGrade_Math_NI","MCAS_10thGrade_Math_W.F..","X..MCAS_10thGrade_Math_W.F","MCAS_10thGrade_Math_Stud..Incl...","MCAS_10thGrade_Math_CPI","MCAS_10thGrade_Math_SGP","MCAS_10thGrade_Math_Incl..in.SGP...","MCAS_10thGrade_English_P.A..","X..MCAS_10thGrade_English_P.A","MCAS_10thGrade_English_A..","X..MCAS_10thGrade_English_A","MCAS_10thGrade_English_P..","X..MCAS_10thGrade_English_P","MCAS_10thGrade_English_NI..","X..MCAS_10thGrade_English_NI","MCAS_10thGrade_English_W.F..","X..MCAS_10thGrade_English_W.F","MCAS_10thGrade_English_Stud..Incl...","MCAS_10thGrade_English_CPI","MCAS_10thGrade_English_SGP","MCAS_10thGrade_English_Incl..in.SGP...","Accountability.and.Assistance.Level","Accountability.and.Assistance.Description","School.Accountability.Percentile..1.99.","Progress.and.Performance.Index..PPI....All.Students","Progress.and.Performance.Index..PPI....High.Needs.Students","District_Accountability.and.Assistance.Level","District_Accountability.and.Assistance.Description","District_Progress.and.Performance.Index..PPI....All.Students","District_Progress.and.Performance.Index..PPI....High.Needs.Students"
"109",3080505,"Waltham Sr High","Public School","Principal","Gregory Demeo","617 Lexington Street","","Waltham","MA",2452,"781-314-5445","781-647-0309","09,10,11,12","Waltham",3080000,0,0,0,0,0,0,0,0,0,0,416,403,391,376,0,1586,713,45,247,15.6,266,16.8,767,48.4,412,26,11.6,5,38.3,42.2,0.2,0.3,2.3,54.1,45.9,721,17.1,1502,36422449,75383,483,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,349,85.7,6,2.3,0.6,5.4,0,292,217,74.3,0,27.6,29.5,42.9,29,17.1,19.4,"225","441",91,75,42,12,5,49,75,118,118,81,28.1,71.9,232,473,471,500,249,68,158,43,91,25,74,20,44,12,367,83.7,50,305,320,89,176,49,144,40,15,4,26,7,361,93.3,67,301,"Level 3","Persistently low graduation rate for one or more groups",31,61,54,"Level 3","One or more schools in the district classified into Level 3",62,59
"110",3150505,"Wayland High School","Public School","Principal","Allyson Mizoguchi","264 Old Connecticut Path","","Wayland","MA",1778,"508-358-7746","508-358-8082","09,10,11,12","Wayland",3150000,0,0,0,0,0,0,0,0,0,0,214,204,219,191,0,828,71,8.6,12,1.4,170,20.5,200,24.2,30,3.6,4.8,15,5.4,70.4,0,0.1,4.2,53.1,46.9,420,14.9,841,18474377,89900,206,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,227,98.7,0.9,0,0,0.4,0,206,180,87.4,0,53.9,5,41.1,4.4,3.3,13.3,"203","409",97,44,32,23,7,7,22,67,127,186,7.1,92.9,201,595,593,619,203,97,173,82,30,14,5,2,2,1,210,98.7,51,206,207,99,158,76,49,23,2,1,0,0,209,99.6,47,201,"Level 1","Meeting gap narrowing goals",87,100,95,"Level 2","One or more schools in the district classified into Level 2",97,82
"111",3170505,"Wellesley Sr High","Public School","Principal","Jamie Chisum","50 Rice Street","","Wellesley","MA",2481,"781-446-6290","781-446-6308","09,10,11,12","Wellesley",3170000,0,0,0,0,0,0,0,0,0,0,375,383,399,355,0,1512,109,7.2,11,0.7,234,15.5,320,21.2,98,6.5,6.1,11.6,4.7,73.5,0,0.1,4,48.2,51.8,806,16.2,1513,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,375,97.3,1.3,0.5,0,0.8,0,324,278,85.8,0,67.3,5,27.7,5,0.4,9.4,"313","618",136,88,62,17,10,7,20,117,219,255,4.4,95.6,306,601,598,614,366,94,316,81,50,13,20,5,4,1,390,97.9,71,353,387,98,258,66,129,33,3,1,3,1,393,99.3,46,353,"Level 1","Meeting gap narrowing goals",89,97,86,"Level 2","One or more schools in the district classified into Level 2",100,79
"112",3320505,"West Springfield High","Public School","Principal","Vito Perrone","425 Piper Road","","West Springfield","MA",1089,"413-263-3400","413-781-4836","09,10,11,12","West Springfield",3320000,0,0,0,0,0,0,0,0,0,0,321,301,300,282,15,1219,351,28.8,82,6.7,230,18.9,595,48.8,469,38.5,3.6,6.8,14.4,73.2,0.1,0.1,1.9,52.3,47.7,703,15.3,1235,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,291,86.3,5.2,2.4,0.3,5.8,0,235,165,70.2,0,23,51.5,25.5,49.1,13.3,6.7,"232","446",83,97,39,13,0,99,159,109,58,21,57.8,42.2,145,487,479,508,220,76,153,53,67,23,39,13,32,11,291,88.1,42.5,218,264,90,109,37,155,53,18,6,12,4,294,96.4,51,248,"Level 3","Among lowest performing 20% of schools",15,75,80,"Level 3","One or more schools in the district classified into Level 3",67,68
"113",3210505,"Westborough High","Public School","Principal","Brian Callaghan","90 West Main Street","","Westborough","MA",1581,"508-836-7720","508-836-7723","09,10,11,12","Westborough",3210000,0,0,0,0,0,0,0,0,0,0,266,267,271,245,4,1053,193,18.3,22,2.1,113,10.7,211,20,80,7.6,2,21.2,4.5,70.1,0,0,2.3,49.3,50.7,614,14.4,1048,21578374,78661,274,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,257,97.3,0.4,0.4,0.4,1.6,0,290,248,85.5,0,43.1,10.9,46,8.5,8.9,16.9,"212","417",92,63,35,16,6,3,20,67,129,198,5.5,94.5,225,583,577,608,246,96,206,80,40,16,7,3,3,1,256,98,58,233,252,98,206,80,46,18,5,2,1,0,258,99.1,64,241,"Level 1","Meeting gap narrowing goals",91,99,79,"Level 1","One or more schools in the district classified into Level 1",91,69
"114",3250505,"Westfield High","Public School","Principal","Charles Jendrysik","177 Montgomery Rd","","Westfield","MA",1085,"413-572-6466","413-572-6346","09,10,11,12","Westfield",3250000,0,0,0,0,0,0,0,0,0,0,319,290,322,303,35,1269,69,5.4,32,2.5,192,15.1,444,35,337,26.6,2.9,3.2,11.1,80.6,0.2,0.2,1.9,45.3,54.7,604,17.3,1261,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,330,84.2,5.5,1.8,0.6,7.9,0,340,262,77.1,0,29,37.4,33.6,36.6,18.7,7.3,"404","676",235,102,44,14,9,198,202,155,63,58,59.2,40.8,188,527,503,526,237,77,160,52,77,25,52,17,20,6,309,89.7,51,269,297,96,173,56,124,40,7,2,4,1,308,98.8,54,268,"Level 3","Among lowest performing 20% of subgroups",30,75,78,"Level 3","One or more schools in the district classified into Level 3",64,54
"115",3260505,"Westford Academy","Public School","Principal","James Antonelli","30 Patten Road","","Westford","MA",1886,"978-692-5570","978-692-5502","09,10,11,12","Westford",3260000,0,0,0,0,0,0,0,0,0,0,430,455,393,398,4,1680,169,10.1,12,0.7,165,9.8,224,13.3,61,3.6,0.7,20.5,1.1,74.1,0,0,3.6,51,49,697,19.7,1680,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,414,98.6,0.7,0,0.2,0.5,0,409,372,91,0,40.6,11.3,48.1,10.8,8.1,16.7,"397","772",188,106,60,27,16,3,28,115,230,396,4,96,382,594,580,612,379,97,344,88,35,9,8,2,2,1,389,98.9,48,371,390,99,323,82,67,17,3,1,0,0,393,99.8,57,375,"Level 1","Meeting gap narrowing goals",90,99,89,"Level 1","One or more schools in the district classified into Level 1",100,77
"116",3350505,"Westwood High","Public School","Principal","Sean Bevan","200 Nahatan Street","","Westwood","MA",2090,"781-326-7500","781-461-8561","09,10,11,12","Westwood",3350000,0,0,0,0,0,0,0,0,0,0,237,260,248,254,0,999,34,3.4,2,0.2,181,18.1,212,21.2,41,4.1,3,7,1.9,86.5,0,0,1.6,47.4,52.6,458,15.8,977,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,212,97.6,1.9,0,0.5,0,0,247,217,87.9,0,57.6,2.8,39.6,2.3,7.8,16.6,"285","497",150,77,42,13,3,8,40,94,167,188,9.7,90.3,206,557,548,578,231,95,187,77,44,18,9,4,3,1,243,98.5,49,230,236,98,181,75,55,23,2,1,3,1,241,99.2,58,227,"Level 1","Meeting gap narrowing goals",92,99,78,"Level 1","One or more schools in the district classified into Level 1",100,75
"117",3360505,"Weymouth High School","Public School","Principal","Alan Strauss","1 Wildcat Way","","Weymouth","MA",2190,"781-337-7500","781-340-2569","09,10,11,12","Weymouth",3360000,0,0,0,0,0,0,0,0,0,0,581,468,462,436,6,1953,156,8,41,2.1,300,15.4,693,35.5,483,24.7,4.3,4.8,6.8,81.3,0.2,0,2.7,52,48,964,16.6,2012,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,524,88.5,4,0,1.7,5.7,0,461,289,62.7,1,28.7,28.4,41.9,27,18,15.9,"212","409",93,62,39,15,3,27,74,139,106,63,24.7,75.3,342,503,491,510,358,76,201,42,157,33,93,20,23,5,474,90.1,55,388,435,93,193,41,242,52,28,6,5,1,468,97.6,54,385,"Level 2","Not meeting gap narrowing goals",43,70,74,"Level 3","One or more schools in the district classified into Level 3",54,49
"118",7800505,"Whitman Hanson Regional","Public School","Principal","Jeffrey Szymaniak","600 Franklin Street","","Whitman","MA",2382,"781-618-7020","781-618-7099","09,10,11,12","Whitman-Hanson",7800000,0,0,0,0,0,0,0,0,0,0,271,291,299,297,12,1170,16,1.4,4,0.3,153,13.1,304,26,205,17.5,1.9,1.3,2.5,91.8,0.3,0.2,2.1,48.5,51.5,825,20.9,1196,18794244,77887,241,44791809.89,4016.1,11153.06,48281423.25,4125.5,11703.17,307,93.8,4.2,0.3,0.3,1.3,0,267,204,76.4,0,26.5,29.9,43.6,29.9,25.5,9.3,"339","577",177,106,36,20,0,56,194,169,102,56,43.3,56.7,222,499,499,518,254,87,151,52,103,35,24,8,13,4,291,94.2,54,281,276,95,125,43,151,52,11,4,4,1,291,97.9,39,282,"Level 1","Meeting gap narrowing goals",54,76,79,"Level 2","One or more schools in the district classified into Level 2",69,66
"119",6800505,"Minnechaug Regional High","Public School","Principal","Stephen Hale","621 Main Street","","Wilbraham","MA",1095,"413-596-9011","413-599-1328","09,10,11,12","Hampden-Wilbraham",6800000,0,0,0,0,0,0,0,0,0,0,284,303,274,284,2,1147,31,2.7,0,0,156,13.6,247,21.5,132,11.5,2.7,3,5.2,86.7,0.1,0.2,2.2,50.2,49.8,511,17.5,1169,16001008,71211,225,42314596.85,3196.1,13239.45,45111006.44,3261.9,13829.67,293,94.9,1.7,0,0.3,2.7,0.3,306,265,86.6,0,36.2,26.8,37,23.4,13.2,11.3,"155","215",109,33,12,1,0,4,36,63,51,61,18.6,81.4,240,518,510,534,240,89,187,70,53,20,23,9,6,2,269,95.4,59,252,269,99,173,64,96,35,2,1,0,0,271,99.8,54,255,"Level 1","Meeting gap narrowing goals",78,80,76,"Level 2","One or more schools in the district classified into Level 2",63,53
"120",3420505,"Wilmington High","Public School","Principal","Linda Peters","159 Church Street","","Wilmington","MA",1887,"978-694-6060","978-694-6074","09,10,11,12","Wilmington",3420000,0,0,0,0,0,0,0,0,0,0,211,215,233,230,2,891,21,2.4,6,0.7,116,13,173,19.4,72,8.1,2.4,5.2,3,87.5,0.1,0.1,1.7,49.4,50.6,428,14.5,876,19466899,71281,273,48418275,3429.8,14116.94,54433687,3511.4,15501.99,204,94.1,2.9,0.5,1,1.5,0,244,212,86.9,0.9,41,17,41,17,8.5,17.5,"137","191",97,29,8,3,0,18,41,60,46,26,30.9,69.1,181,514,508,527,203,88,148,64,55,24,21,9,6,3,230,95,42,219,220,96,131,57,89,39,7,3,3,1,230,98.6,58,220,"Level 2","Not meeting gap narrowing goals",69,71,72,"Level 2","One or more schools in the district classified into Level 2",58,59
"121",3440505,"Winchester High School","Public School","Principal","Dennis Mahoney","80 Skillings Road","","Winchester","MA",1890,"781-721-7020","781-721-7042","09,10,11,12","Winchester",3440000,0,0,0,0,0,0,0,0,0,0,359,297,334,278,0,1268,150,11.8,19,1.5,228,18,305,24.1,71,5.6,1.4,16.4,4.1,74.1,0.1,0,3.9,50.3,49.7,584,17,1223,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,315,97.5,1.6,0,0.3,0.6,0,264,231,87.5,0,63.6,4.3,32,4.3,3,13.9,"264","679",96,52,43,34,39,28,47,117,232,255,11,89,295,587,586,617,309,94,255,78,54,16,16,5,3,1,328,98.2,60.5,308,321,98,242,74,79,24,3,1,3,1,327,99.8,62,305,"Level 1","Meeting gap narrowing goals",99,100,100,"Level 2","One or more schools in the district classified into Level 2",100,87
"122",3470505,"Woburn High","Public School","Principal","Jessica Callanan","88 Montvale Avenue","","Woburn","MA",1801,"781-937-8210","781-937-8216","09,10,11,12","Woburn",3470000,0,0,0,0,0,0,0,0,0,0,309,357,347,320,0,1333,234,17.6,60,4.5,190,14.3,470,35.3,293,22,6.1,6.4,11.9,73.8,0.1,0.2,1.6,49.1,50.8,621,16.4,1338,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,351,88.6,4.6,0.9,0.9,5.1,0,300,229,76.3,0,34.9,24.9,40.2,24.5,15.3,17.9,"181","330",93,45,28,12,3,35,78,102,76,39,34.2,65.8,260,495,481,516,272,84,191,59,81,25,41,13,11,3,324,93.8,52,306,315,97,166,51,149,46,8,2,3,1,326,99,47,305,"Level 2","Not meeting gap narrowing goals",28,81,73,"Level 2","One or more schools in the district classified into Level 2",60,52
"123",3480503,"Burncoat Senior High","Public School","Principal","William Foley","179 Burncoat Street","","Worcester","MA",1606,"508-799-3300","508-799-8206","09,10,11,12","Worcester",3480000,0,0,0,0,0,0,0,0,0,0,242,305,251,211,14,1023,450,44,261,25.5,264,25.8,718,70.2,560,54.7,19.1,5.9,38.2,32.2,0.2,0,4.5,51.8,48.2,550,15.3,990,143116198,78256,1829,340051744.22,25025.6,13588.16,388759581.52,27965.8,13901.25,267,82,7.9,2.2,0,7.9,0,218,149,68.3,0,15.4,48.3,36.2,47,18.8,14.8,"167","284",85,52,25,5,0,121,89,34,27,13,73.9,26.1,114,452,446,457,130,59,81,37,49,22,52,24,39,18,221,78.3,52,177,169,79,65,30,104,48,30,14,16,7,215,91.6,44,169,"Level 3","Among lowest performing 20% of schools and subgroups",8,67,56,"Level 4","One or more schools in the district classified into Level 4",57,52
"124",3480512,"Doherty Memorial High","Public School","Principal","Sally Maloney","299 Highland Street","","Worcester","MA",1602,"508-799-3270","508-799-3276","09,10,11,12","Worcester",3480000,0,0,0,0,0,0,0,0,0,0,424,385,404,329,13,1555,745,47.9,354,22.8,257,16.5,916,58.9,683,43.9,16.1,7.8,31.7,40.6,0.3,0,3.5,54.5,45.5,806,13.5,1428,143116198,78256,1829,340051744.22,25025.6,13588.16,388759581.52,27965.8,13901.25,384,84.4,6.8,1.6,1,6.3,0,303,228,75.2,0,20.2,32.5,47.4,31.1,23.7,19.7,"287","484",150,98,25,8,6,109,145,123,68,39,52.5,47.5,253,468,453,484,248,71,181,52,67,19,58,17,44,13,350,84.9,55,301,291,83,142,41,149,43,40,11,18,5,349,92.8,50.5,300,"Level 3","Among lowest performing 20% of schools",19,63,61,"Level 4","One or more schools in the district classified into Level 4",57,52
"125",3480515,"North High","Public School","Principal","Lisa Dyer","140 Harrington Way","","Worcester","MA",1604,"508-799-3370","508-799-8252","09,10,11,12","Worcester",3480000,0,0,0,0,0,0,0,0,0,0,320,308,349,311,19,1307,754,57.7,424,32.4,332,25.4,1064,81.4,831,63.6,19.3,8.3,47.9,21,0.4,0,3.1,52.1,47.9,698,14.8,1241,143116198,78256,1829,340051744.22,25025.6,13588.16,388759581.52,27965.8,13901.25,352,76.7,10.5,3.4,0.9,8.5,0,281,153,54.4,0,11.8,63.4,24.8,62.7,16.3,5.9,"219","331",130,66,23,0,0,169,103,41,11,7,82.2,17.8,165,400,384,409,123,43,55,19,68,24,93,33,70,24,286,69.9,37,237,210,73,52,18,158,55,56,20,21,7,287,89.5,43,238,"Level 3","Among lowest performing 20% of schools and subgroups",3,63,59,"Level 4","One or more schools in the district classified into Level 4",57,52
"126",3480520,"South High Community","Public School","Principal","Diane Lynch","170 Apricot Street","","Worcester","MA",1603,"508-799-3325","508-799-8242","09,10,11,12","Worcester",3480000,0,0,0,0,0,0,0,0,0,0,385,359,359,293,25,1421,814,57.3,447,31.5,338,23.8,1078,75.9,832,58.6,17.1,12.7,43.7,23.9,0.1,0,2.5,52.9,47.1,627,16,1268,143116198,78256,1829,340051744.22,25025.6,13588.16,388759581.52,27965.8,13901.25,322,76.4,14,1.9,1.2,6.5,0,274,166,60.6,0,14.5,49.4,36.1,45.8,20.5,14.5,"366","672",178,101,60,23,4,269,162,130,75,36,64.1,35.9,156,440,432,473,158,54,95,33,63,22,86,30,46,16,290,78.4,57,230,243,84,89,31,154,53,31,11,17,6,291,93.6,61,234,"Level 3","Persistently low graduation rate for one or more groups",23,75,76,"Level 4","One or more schools in the district classified into Level 4",57,52
"127",3480605,"Worcester Technical High","Public School","Principal","Kyle Brenner","1 Skyline Drive","","Worcester","MA",1605,"508-799-1940","508-799-1933","09,10,11,12","Worcester",3480000,0,0,0,0,0,0,0,0,0,0,359,325,347,358,0,1389,564,40.6,111,8,175,12.6,792,57,609,43.8,16.6,6.6,36.8,37.1,0,0,3,42.6,57.4,641,16.2,1348,143116198,78256,1829,340051744.22,25025.6,13588.16,388759581.52,27965.8,13901.25,315,95.9,1.9,0.3,0.6,1.3,0,338,227,67.2,0,20.3,52,27.8,51.1,22.5,4,"197","259",141,50,6,0,0,107,73,56,19,4,69.5,30.5,209,432,422,437,279,81,168,49,111,32,53,15,11,3,343,92.2,64,318,335,97,149,43,186,54,9,3,0,0,344,99.3,63.5,318,"Level 1","Meeting gap narrowing goals",74,100,98,"Level 4","One or more schools in the district classified into Level 4",57,52
"128",6900505,"King Philip Regional High","Public School","Principal","Lisa Mobley","201 Franklin Street","","Wrentham","MA",2093,"508-384-1067","508-384-1006","09,10,11,12","King Philip",6900000,0,0,0,0,0,0,0,0,0,0,339,318,337,319,7,1320,30,2.3,4,0.3,145,11,226,17.1,107,8.1,1.3,1.7,1.5,93.5,0,0.1,1.9,53,47,505,19.1,1346,8781464,69091,127,25685405,2075.4,12376.12,29902417,2153.8,13883.56,368,95.9,2.2,0.5,0.3,1.1,0,269,235,87.4,0,42.1,14.9,43,13.6,12.8,13.2,"398","705",214,93,66,19,6,27,113,214,197,154,19.9,80.1,332,551,535,544,298,93,240,75,58,18,18,6,4,1,320,97.4,51.5,312,321,100,212,66,109,34,1,0,0,0,322,99.8,46,314,"Level 1","Meeting gap narrowing goals",77,92,87,"Level 2","One or more schools in the district classified into Level 2",74,50
